"Mã sản phẩm","Tên sản phẩm","Biến thể","Kho hiện tại","Kiểm kho"
TS31023,"KÉO CẮT HOA CÁN VÀNG - BẠC 200mm TOLSEN 31023",,1.0000,
TS31024,"KÉO CẮT HÀNG RÀO TĂNG ĐƯA LƯỠI DÀI TOLSEN 31024",,5.0000,
TS31025,"KÉO CẮT HÀNG RÀO TĂNG ĐƯA LƯỠI NGẮN TOLSEN 31025",,3.0000,
TS31031,"KÉO CẮT CÀNH 31031 200mm TOLSEN 31031",,5.0000,
TS31032,"KÉO CẮT CÀNH 31032 200mm TOLSEN 31032",,5.0000,
TS31070,"CƯA BẢNG 400mm TOLSEN 31070",,4.0000,
TS31081,"KHUNG CƯA GỖ 530mm TOLSEN 31081",,1.0000,
TS31099,"LƯỠI CƯA GỖ DẦY 530mm TOLSEN 31099",,3.0000,
TS31100,"LƯỠI CƯA GỖ NHIỄM 610mm TOLSEN 31100",,5.0000,
TS31105,"LƯỠI CƯA GỖ THƯA 530mm TOLSEN 31105",,5.0000,
TS3141102,"Máy cắt đá Total 1400W",,1.0000,
TS32001,"DŨA THÉP BẢNG 200MM,8'' TOLSEN 32001",,2.0000,
TS32005,"DŨA THÉP MÔ 200MM,8'' TOLSEN 32005",,5.0000,
TS32009,"DŨA THÉP TRÒN 200MM,8'' TOLSEN 32009",,4.0000,
TS32013,"DŨA THÉP TAM GIÁC 200MM,8'' TOLSEN 32013",,1.0000,
TS32017,"DŨA THÉP VUÔNG 200MM,8'' TOLSEN 32017",,5.0000,
TS32021,"DŨA GỖ BẢNG 200MM,8'' TOLSEN 32021",,1.0000,
TS32025,"DŨA GỖ MÔ 200MM,8'' TOLSEN 32025",,5.0000,
TS32029,"DŨA GỖ TRÒN 200MM,8'' TOLSEN 32029",,5.0000,
TS32046,"BỘ DŨA MINI 3mm*100mm TOLSEN 32046",,10.0000,
TS32047,"ĐÁ MÀI 150mm TOLSEN 32047",,3.0000,
TS32059,"BỘ BÀN CHẢI 180mm TOLSEN 32059",,43.0000,
TS32060,"BÀN CHẢI SẮT 250mm TOLSEN 32060",,8.0000,
TS32062,"BÀN CHẢI SẮT 4 LINE TOLSEN 32062",,33.0000,
TS32100,"BÀN CHÀ NHÁM 165mm TOLSEN 32100",,5.0000,
TS32101,"BÀN CHÀ NHÁM 210mm TOLSEN 32101",,2.0000,
TS33001,"KÉO CẮT ỐNG NƯỚC ( CÔNG NGHIỆP ) TOLSEN 33001",,14.0000,
TS33002,"KÉO CẮT ỐNG 3mm - 35mm TOLSEN 33002",,6.0000,
TS33004,"CẮT ỐNG ĐỒNG 3mm - 28mm TOLSEN 33004",,12.0000,
TS33009,"DỤNG CỤ CẮT ỐNG (NHÔM. SẮT) 10mm - 40mm TOLSEN 33009",,3.0000,
TS33013,"KEO NON 10m TOLSEN 33013",,18.0000,
TS33021,"MÁY HÀN ỐNG 700W -1500W TOLSEN 33021",,1.0000,
TS33022,"MÁY HÀN ỐNG 800W TOLSEN 33022",,1.0000,
TS33100,"KÉO CẮT ỐNG NƯỚC TOLSEN 33100",,8.0000,
TS33505,"BỘ MŨI KHOAN ỐC GẪY TOLSEN 33505",,16.0000,
TS35002,"THƯỚC CuỘN BỌC NHỰA MỀM 3mx16mm TOLSEN 35002",,9.0000,
TS35007,"THƯỚC CUỘN 5M*19MM TOLSEN 35007",,3.0000,
TS35008,"THƯỚC CUỘN 8M*25MM TOLSEN 35008",,6.0000,
TS35013,"THƯỚC CUỘN 30m*12.5mm TOLSEN 35013",,4.0000,
TS35020,"THƯỚC DÂY NHỰA 20M *12.5mm TOLSEN 35020",,2.0000,
TS35022,"THƯỚC DÂY NHỰA TOLSEN 35022 30M",,3.0000,
TS35023,"THƯỚC DÂY NHỰA TOLSEN 35023 50M",,1.0000,
TS35024,"THƯỚC LÁ 150mm TOLSEN 35024",,18.0000,
TS35026,"THƯỚC LÁ 300mm TOLSEN 35026",,15.0000,
TS35028,"THƯỚC LÁ 600mm TOLSEN 35028",,6.0000,
TS35030,"THƯỚC LÁ 1000mm TOLSEN 35030",,5.0000,
TS35038,"THƯỚC GỐC NHÔM (CÔNG NGHIỆP) 250mm TOLSEN 35038",,6.0000,
TS35039,"THƯỚC GỐC NHÔM (CÔNG NGHIỆP) 300mm TOLSEN 35039",,8.0000,
TS35042,"THƯỚC GÓC ĐEN 200X300mm TOLSEN 35042",,10.0000,
TS35044,"BỘ THƯỚC LÁ 13 LÁ TOLSEN 35044",,17.0000,
TS35046,"THƯỚC XẾP GỖ 2M TOLSEN 35046",,3.0000,
TS35047,"THƯỚC XẾP NHỰA 2M TOLSEN 35047",,2.0000,
TS35049,"THƯỚC KẸP CƠ 150mm TOLSEN 35049",,1.0000,
TS35052,"THƯỚC KẸP NHỰA MÀN HÌNH SỐ 150mm TOLSEN 35052",,10.0000,
TS35053,"THƯỚC KẸP MÀN HÌNH SỐ (CÔNG NGHIỆP) 150mm TOLSEN 35053",,1.0000,
TS35059,"THƯỚC THỦY MINI 22,5CM TOLSEN 35059",,7.0000,
TS35072,"ĐỒNG HỒ CÂN TOLSEN 35072 22KG",,9.0000,
TS35080,"THƯỚC GÓC 250mm TOLSEN 35080",,8.0000,
TS35081,"THƯỚC GÓC 300mm TOLSEN 35081",,6.0000,
TS35105,"THƯỚC THỦY CÓ TỪ 80 CM TOLSEN 35105",,1.0000,
TS35111,"THƯỚC THỦY CÓ TỪ (CÔNG NGHIỆP) 40CM TOLSEN 35111",,3.0000,
TS35115,"THƯỚC THỦY CÓ TỪ (CÔNG NGHIỆP) 120CM TOLSEN 35115",,3.0000,
TS35141,"MÁY CÂN MỰC LASEZ TOLSEN 35141",,2.0000,
TS35991,"THƯỚC CUỘN 3M*16mm TOLSEN 35991",,2.0000,
TS35994,"THƯỚC CUỘN 7.5M*25MM TOLSEN 35994",,2.0000,
TS36002,"THƯỚC CUỘN (CÔNG NGHỆP) 3Mx16mm TOLSEN 36002",,2.0000,
TS36004,"THƯỚC CUỘN (CÔNG NGHỆP) 5Mx25mm TOLSEN 36004",,6.0000,
TS36005,"THƯỚC CUỘN (CÔNG NGHỆP) 8Mx25mm TOLSEN 36005",,8.0000,
TS36006,"THƯỚC CUỘN (CÔNG NGHỆP) 10Mx25mm TOLSEN 36006",,4.0000,
TS36012,"THƯỚC CUỘN TỰ ĐỘNG 3Mx16mm TOLSEN 36012",,10.0000,
TS36014,"THƯỚC CUỘN TỰ ĐỘNG 5Mx25mm TOLSEN 36014",,8.0000,
TS36015,"THƯỚC CUỘN TỰ ĐỘNG TOLSEN 36015 8M",,8.0000,
TS36016,"THƯỚC CUỘN TỰ ĐỘNG TOLSEN 36016 10M",,5.0000,
TS38003,"VÍT CÁCH ĐIỆN 6.5''x150mm",,8.0000,
TS38013,"BỘ VÍT CÁCH ĐiỆN 6 CÂY",,7.0000,
TS38016,"BỘ VÍT CÁCH ĐIỆN 13 CÂY TOLSEN 38016",,3.0000,
TS38020,"CẮT CÁP 6''",,9.0000,
TS38021,"CẮT CÁP 8''",,5.0000,
TS38022,"CẮT CÁP 10""",,2.0000,
TS38024,"BĂNG KEO ĐiỆN TRẮNG 9,15M",,9.0000,
TS38031,"DỤNG CỤ ĐO ĐiỆN (CÔNG NGHIỆP) TOLSEN 38031",,4.0000,
TS38034,"DỤNG CỤ KẸP ĐO ĐiỆN (CÔNG NGHIỆP) TOLSEN 38034",,1.0000,
TS38040,"DAO THỢ ĐIỆN LƯỠI THẲNG TOLSEN 38040",,5.0000,
TS38041,"DAO THỢ ĐIỆN LƯỠI CONG TOLSEN 38041",,5.0000,
TS38048,"KỀM TUỐT DÂY TỰ ĐỘNG 8"" / 200mm",,4.0000,
TS38049,"KỀM TUỐT DÂY TỰ ĐỘNG 8"" / 200mm",,5.0000,
TS38050,"KỀM TÁCH ĐẦU DÂY 2 IN 1 TOLSEN 38050",,7.0000,
TS38051,"KỀM TUỐT DÂY 7 IN 1",,2.0000,
TS38052,"KỀM TUỐT DÂY ĐA NĂNG 215mm",,4.0000,
TS38056,"KỀM BẤM COS 220mm TOLSEN 38056",,4.0000,
TS38060,"MỎ HÀN (CÔNG NGHIỆP) 30W TOLSEN 38060",,10.0000,
TS38062,"MỎ HÀN (CÔNG NGHIỆP) 60W TOLSEN 38062",,10.0000,
TS38064,"MỎ HÀN (CÔNG NGHIỆP) 100W TOLSEN 38064",,9.0000,
TS38110,"BÚT DÒ ĐIỆN XOAY CHIỀU (AC) KHÔNG TIẾP XÚC (CÔNG NGHIỆP) TOLSEN 38110",,6.0000,
TS38115,"BÚT THỬ ĐIỆN 190MM",,12.0000,
TS40010,"DAO CẠO 6 IN 1",,9.0000,
TS40011,"CÂY SỦI CÁN NHỰA 30mm TOLSEN 40011",,1.0000,
TS40023,"DAO CHÉCH THẠCH CAO 200mm,8''",,2.0000,
TS40024,"DAO CHÉCH THẠCH CAO 250mm,10''",,3.0000,
TS40025,"DAO CHÉCH THẠCH CAO 300mm,12''",,3.0000,
TS40038,"CÂY CỌ SƠN 30X100X44mm",,5.0000,
TS40040,"CÂY CỌ SƠN 40X140X51mm",,7.0000,
TS40048,"CỌ SƠN NGHIÊNG 1''",,2.0000,
TS40049,"CỌ SƠN NGHIÊNG 1.5''",,5.0000,
TS40050,"CỌ SƠN NGHIÊNG 2''",,3.0000,
TS40051,"CỌ SƠN NGHIÊNG 2.5''",,2.0000,
TS40057,"CỌ LĂN SƠN TRẮNG 225mm",,6.0000,
TS40059,"KHUNG CỌ LĂN SƠN 225mm",,4.0000,
TS40068,"ỐNG LĂN SƠN SỌC 100mm",,3.0000,
TS40073,"ỐNG LĂN SƠN TRẮNG 225mm",,9.0000,
TS40077,"CỌ LĂN SƠN TRẮNG 250mm",,3.0000,
TS40079,"KHUNG CỌ LĂN SƠN 250mm",,3.0000,
TS40081,"ỐNG LĂN SƠN SỌC ĐÔI 250mm",,3.0000,
TS40083,"ỐNG LĂN SƠN TRẮNG 225mm",,11.0000,
TS40088,"KHAY NHỰA ĐỰNG SƠN 225mm",,1.0000,
TS40091,"CỌ LĂN SƠN TRẮNG NHỎ 100mm",,4.0000,
TS40092,"ỐNG LĂN SƠN SỌC NHỎ 100mm TOLSEN 40092",,10.0000,
TS40093,"ỐNG LĂN SƠN TRẮNG NHỎ 100mm",,42.0000,
TS40096,"KHAY NHỰA ĐỰNG SƠN 360mm",,3.0000,
TS40098,"CÂY QuẬY 40cm (ĐUÔI LỤC GIÁC)",,6.0000,
TS40099,"CÂY QuẬY 60cm (ĐUÔI LỤC GIÁC)",,2.0000,
TS40102,"CÂY QuẬY 60cm (ĐUÔI GÀI)",,1.0000,
TS40121,"CÂY CỌ SƠN 1'' 12MM",,13.0000,
TS40122,"CÂY CỌ SƠN 1.5'' 13MM",,8.0000,
TS40123,"CÂY CỌ SƠN 2'' 14,5MM",,16.0000,
TS40124,"CÂY CỌ SƠN 2.5'' 15MM",,2.0000,
TS40125,"CÂY CỌ SƠN 3'' 16MM",,8.0000,
TS40126,"CÂY CỌ SƠN 4'' 17MM",,2.0000,
TS40133,"CÂY CỌ SƠN 2'' 14,5MM",,3.0000,
TS40134,"CÂY CỌ SƠN 2.5'' 15MM",,1.0000,
TS40144,"BỘ 3 CÂY CỌ SƠN 1'', 1.5'', 2'' TOLSEN 40144",,1.0000,
TS407114,"MÁY ĐÁNH BÓNG (CHÀ NHÁM) CHỦ NHẬT 150W EXTOL 407114",,2.0000,
TS41000,"CÂY BAY CÁN GỖ",,9.0000,
TS41001,"CÂY BAY CÁN GỖ",,5.0000,
TS41002,"CÂY BAY CÁN GỖ",,10.0000,
TS41003,"BAY CÁN NHỰA MŨI BẦU",,4.0000,
TS41008,"CÂY BAY CÁN GỖ",,5.0000,
TS41012,"BAY VUÔNG CÁN GỖ 280X120mm",,2.0000,
TS41016,"CÂY BAY CÁN NHỰA 280mm",,2.0000,
TS41017,"CÂY BAY RĂNG CƯA CÁN NHỰA 280mm TOLSEN 41017",,13.0000,
TS41018,"BÀN CHÀ XỐP 250mm",,5.0000,
TS41019,"BÀN CHÀ XỐP 230mm",,3.0000,
TS41022,"BÀN CHÀ XỐP VÀNG 240mm",,8.0000,
TS41029,"DAO CẮT KiẾNG 175mm",,6.0000,
TS41030,"DAO CẮT KiẾNG 130mm",,3.0000,
TS41031,"DAO CẮT KiẾNG (CÔNG NGHIỆP) 178mm",,3.0000,
TS41032,"BÀN CẮT GẠCH 600mm",,1.0000,
TS41033,"BÀN CẮT GẠCH 400mm TOLSEN 41033",,3.0000,
TS41034,"BÀN CẮT GẠCH (CÔNG NGHIỆP) 800mm TOLSEN 41034",,1.0000,
TS41037,"LƯỠI DAO BÀN CẮT GẠCH CHO 41032 & 41033 TOLSEN 41037",,9.0000,
TS41038,"LƯỠI DAO BÀN CẮT GẠCH CHO 41034 TOLSEN 41038",,3.0000,
TS41050,"CÂY BAY CÁN NHỰA 125mm",,6.0000,
TS41051,"CÂY BAY CÁN NHỰA 150mm",,2.0000,
TS41052,"CÂY BAY CÁN NHỰA 175mm",,3.0000,
TS41053,"CÂY BAY CÁN NHỰA 200mm",,5.0000,
TS41055,"BAY VUÔNG CÁN NHỰA 140mm",,4.0000,
TS41056,"BAY VUÔNG CÁN NHỰA 160mm TOLSEN 41056",,4.0000,
TS41057,"BAY VUÔNG CÁN NHỰA 180mm TOLSEN 41057",,5.0000,
TS41058,"BAY VUÔNG CÁN NHỰA 200mm TOLSEN 41058",,4.0000,
TS411013,"MÁY KHÒ 1000W - 2000W EXTOL 411013",,1.0000,
TS42006,"LƯỠI BÀN BÀU TOLSEN 42006",,5.0000,
TS42025,"BÚT LÔNG ĐEN 143MM",,1.0000,
TS42026,"BÚT LÔNG ĐỎ 143MM",,9.0000,
TS42182552-SP-42,"Ốc tán kẹp lưỡi máy cưa nhôm Total TS42182552-SP-42",,1.0000,
TS42182552T-SP-39-T,"Tán trong kẹp lưỡi máy cưa nhôm Total TS42182552T-SP-39-T",,1.0000,
TS42182552T-SP-41-T,"Tán ngoài kẹp lưỡi máy cưa nhôm Total TS42182552T-SP-41-T",,1.0000,
TS43003,"KỀM BẤM RIVE (CÔNG NGHIỆP) TOLSEN 43003",,9.0000,
TS43005,"BỌC 50 ĐINH RIVE 2.4x6.4mm",,2.0000,
TS43006,"BỌC 50 ĐINH RIVE 2.4x8mm
50 pcs",,2.0000,
TS43021,"BẮN KIM (CÔNG NGHIỆP)",,6.0000,
TS43022,"BẮN KIM",,5.0000,
TS43023,"HỘP 1.000 KIM 0.7x6mm
1000pcs",,1.0000,
TS43024,"HỘP 1.000 KIM 0.7x8mm
1000pcs",,4.0000,
TS43025,"HỘP 1.000 KIM 0.7x10mm
1000pcs",,4.0000,
TS43028,"HỘP 1.000 KIM 1.2x8mm
1000pcs",,5.0000,
TS43029,"HỘP 1.000 KIM 1.2x10mm
1000pcs",,3.0000,
TS43030,"HỘP 1.000 KIM 1.2x12mm
1000pcs",,4.0000,
TS43041,"KHUNG BẮN SILICONE 225mm TOLSEN 43041",,9.0000,
TS43044,"ỐNG BẮN SILICONE 225mm",,3.0000,
TS43046,"ỐNG BẮN SILICONE 375mm",,3.0000,
TS43048,"MŨI SÚNG KHUNG SILICON 43044& 43046 ( bọc 5 cái )",,49.0000,
TS43052,"MÁNG BẮN SILICONE 225mm TOLSEN 43052",,4.0000,
TS43060,"SÚNG PHUN BỌT",,2.0000,
TS44910,"NAM CHÂM HÀN GỐC VUÔNG",,13.0000,
TS44911,"NAM CHÂM HÀN GỐC VUÔNG 50LBS",,12.0000,
TS44912,"NAM CHÂM HÀN GỐC VUÔNG 75LBS",,8.0000,
TS44934,"KẸP HÀN 800A TOLSEN 44934",,1.0000,
TS44941,"KẸP ĐẤT (MÁX) 500A",,1.0000,
TS45001,"ĐÔI BAO TAY VẢI TOLSEN 45001",,16.0000,
TS45002,"BAO TAY VẢI TRẮNG TOLSEN 45002",,57.0000,
TS45006,"ĐÔI BAO TAY VẢI CHẤM CAO SU TOLSEN 45006",,160.0000,
TS45010,"ĐÔI BAO TAY VẢI CAO SU MỘT MẶT TOLSEN 45010",,204.0000,
TS45024,"BAO TAY VẢI DÀY DÀI TOLSEN 45024",,3.0000,
TS45026,"BAO TAY VẢI HÀN",,5.0000,
TS45044,"BAO TAY CƠ KHÍ",,3.0000,
TS45047,"BAO TAY CƠ KHÍ",,7.0000,
TS45054,"BỘ 3 KHẨU TRANG (CÔNG NGHIỆP) TOLSEN 45054",,6.0000,
TS45062,"KHẨU TRANG (CÔNG NGHIỆP) TOLSEN 45062",,7.0000,
TS45069,"KÍNH BẢO HỘ CÓ DÂY TOLSEN 45069",,8.0000,
TS45071,"KÍNH BẢO HỘ GỌNG ĐEN TOLSEN 45071",,6.0000,
TS45072,"KÍNH BẢO HỘ GỌNG TRẮNG TOLSEN 45072",,6.0000,
TS45073,"KÍNH BẢO HỘ ĐEN",,12.0000,
TS45074,"KÍNH BẢO HỘ TOLSEN 45074",,7.0000,
TS45085,"MẶT NẠ HÀN CẦM TAY",,2.0000,
TS45094,"ÁO LAO ĐỘNG TOLSEN 45094",,30.0000,
TS45106,"CẶP BẢO HỘ ĐẦU GỐI",,3.0000,
TS45112,"ÁO LAO ĐỘNG TOLSEN 45112",,1.0000,
TS45182,"MẶT KÍNH BẢO HỘ TOLSEN 45182",,8.0000,
TS45188,"NÓN LAO ĐỘNG PP (VÀNG ) TOLSEN 45188",,2.0000,
TS45189,"NÓN LAO ĐỘNG PP ( XANH ) TOLSEN 45189",,4.0000,
TS45190,"NÓN LAO ĐỘNG PP ( ĐỎ ) TOLSEN 45190",,6.0000,
TS45266,"DÂY DAI AN TOÀN TOLSEN 45266",,2.0000,
TS45271,"DÂY AN TOÀN TOLSEN 45271",,1.0000,
TS45276,"DÂY AN TOÀN HẤP THỤ LỰC TOLSEN 45276",,2.0000,
TS45353,"GIÀY BẢO HỘ 41 TOLSEN 45353",,1.0000,
TS45354,"GIÀY BẢO HỘ 42 TOLSEN 45354",,1.0000,
TS45355,"GIÀY BẢO HỘ 43 TOLSEN 45355",,1.0000,
TS45356,"GIÀY BẢO HỘ 44 TOLSEN 45356",,2.0000,
TS50004,"CHỔI CƯỚC 170X 70mm TOLSEN 50004",,3.0000,
TS50100,"DÂY LÒ XO VỆ SINH 3M TOLSEN 50100",,1.0000,
TS50102,"DÂY LÒ XO VỆ SINH 10M TOLSEN 50102",,1.0000,
TS50105,"DÂY RÚT TRẮNG 100mm TOLSEN 50105",,10.0000,
TS50108,"DÂY RÚT TRẮNG 200mm TOLSEN 50108",,22.0000,
TS50110,"DÂY RÚT TRẮNG 300mm TOLSEN 50110",,10.0000,
TS50115,"DÂY RÚT ĐEN 100mm TOLSEN 50115",,20.0000,
TS50118,"DÂY RÚT ĐEN 200mm TOLSEN 50118",,28.0000,
TS50120,"DÂY RÚT ĐEN 300mm TOLSEN 50120",,9.0000,
TS50140,"HỘP DÂY RÚT 1.200 cộng TOLSEN 50140",,3.0000,
TS50202,"BĂNG KEO TRONG 50m TOLSEN 50202",,1.0000,
TS50206,"BĂNG KEO SIÊU TRẮNG TRONG 100m TOLSEN 50206",,1.0000,
TS50212,"BĂNG KEO VÀNG 50m TOLSEN 50212",,2.0000,
TS50244,"BĂNG KEO GIẤY 18mm*30m TOLSEN 50244",,5.0000,
TS50245,"BĂNG KEO GIẤY 24mm*30m TOLSEN 50245",,3.0000,
TS50270,"BĂNG KEO LƯỚI 45m TOLSEN 50270",,1.0000,
TS50271,"BĂNG KEO LƯỚI 90m TOLSEN 50271",,2.0000,
TS50281,"BĂNG KEO VẢI DUCT TAPE - SIÊU DÍNH 25m TOLSEN 50281",,3.0000,
TS51011,"Ê KE TRẮNG 100X75MM",,8.0000,
TS51012,"Ê KE TRẮNG 100X125MM",,10.0000,
TS51013,"Ê KE TRẮNG 125X150MM TOLSEN 51013",,2.0000,
TS51014,"Ê KE TRẮNG 150X200MM",,4.0000,
TS51016,"Ê KE TRẮNG 250X300MM",,1.0000,
TS51017,"Ê KE TRẮNG 300X350MM",,8.0000,
TS55111,"Ổ KHÓA ĐỒNG TOLSEN 55111 20MM",,2.0000,
TS55113,"Ổ KHÓA ĐỒNG(CÔNG NGHIỆP) TOLSEN 55113",,3.0000,
TS55116,"Ổ KHÓA ĐỒNG(CÔNG NGHIỆP) TOLSEN 55116",,3.0000,
TS55133,"Ổ KHÓA SẮT ĐEN 32mm TOLSEN 55133",,4.0000,
TS55134,"Ổ KHÓA SẮT ĐEN 38mm TOLSEN 55134",,1.0000,
TS57101,"SÚNG PHUN NƯỚC 1 TIA",,9.0000,
TS57102,"VÒI ĐIỀU CHỈNH TOLSEN 57102",,6.0000,
TS57112,"KHỚP NỐI 2 CHIỀU 1/2''",,3.0000,
TS57113,"KHỚP NỐI 3 CHIỀU 1/2 TOLSEN 57113",,4.0000,
TS57116,"KHỚP NỐI CHỮ Y 1/2 TOLSEN 57116",,3.0000,
TS57118,"ĐẦU NỐI ỐNG 1/2''",,3.0000,
TS57125,"BỘ 4 ĐẦU NỐI ỐNG 1/2''",,4.0000,
TS57130,"VÒI PHUN QUAY XUNG QUANG",,3.0000,
TS57281,"BÌNH PHUN NƯỚC 2 LÍT TOLSEN 57281",,3.0000,
TS57283,"BÌNH PHUN NƯỚC 2 LÍT TOLSEN 57283",,11.0000,
TS57292,"BÌNH PHUN NƯỚC 5 LÍT TOLSEN 57292",,4.0000,
TS57504,"CÂY CÀO ĐẤT LÀM VƯỜN 28,5CM",,3.0000,
TS57506,"CÂY CHỈA XỚI ĐẤT LÀM VƯỜN 32CM",,1.0000,
TS57508,"CÂY CÀO CUỐC LÀM VƯỜN 31CM",,5.0000,
TS57510,"CÂY CHỔI CÀO LÁ LÀM VƯỜN 35CM",,3.0000,
TS60011,"ĐÈN SOI 7 LED TRẮNG DÙNG PIN TOLSEN 60011",,10.0000,
TS60015,"ĐÈN LÀM VIỆC 24 LED DÙNG PIN TOLSEN 60015",,12.0000,
TS60021,"ĐÈN PIN CÁN BỌC NHỰA 7 LED",,7.0000,
TS60031,"ĐÈN PIN CÁN NHÔM
(CÔNG NGHIỆP) 1W",,4.0000,
TS60033,"ĐÈN PIN PHÓNG TO, (CÔNG NGHIỆP) 3W DÙNG PIN TOLSEN 60033",,3.0000,
TS60050,"ĐÈN LÀM VIỆC 50W 5M",,6.0000,
TS60051,"ĐÈN LÀM VIỆC 50W 10M",,2.0000,
TS60055,"ĐÈN LÀM VIỆC 10W",,1.0000,
TS62239,"DÂY RÀNG HÀNH LÝ 1200MM TOLSEN 62239",,1.0000,
TS62242,"DÂY RÀNG 600mm TOLSEN 62242",,8.0000,
TS62243,"DÂY RÀNG 900mm TOLSEN 62243",,7.0000,
TS62248,"DÂY TĂNG ĐƠ CHẰNG HÀNG (CÔNG NGHIỆP) 5M TOLSEN 62248",,4.0000,
TS62252,"BỘ 2 DÂY TĂNG ĐƠ CHẰNG HÀNG 5M TOLSEN 62252",,4.0000,
TS62254,"BỘ 4 DÂY TĂNG ĐƠ CHẰNG HÀNG 5M TOLSEN 62254",,2.0000,
TS62261,"DÂY TĂNG ĐƠ CHẰNG HÀNG 6M TOLSEN 62261",,2.0000,
TS62442,"DỤNG CỤ KÉO CÁP TAY 2 TẤN TOLSEN 62442",,2.0000,
TS62600,"XE ĐẨY 70KG TOLSEN 62600",,1.0000,
TS62605,"XE ĐẨY 150KG TOLSEN 62605",,3.0000,
TS62606,"XE ĐẨY 300KG TOLSEN 62606",,2.0000,
TS62626,"XE RÙA BÁNH ĐEN 150KG - 65L TOLSEN 62626",,2.0000,
TS62661,"HÍT KÍNH ĐƠN 25KG TOLSEN 62661",,10.0000,
TS62662,"HÍT KÍNH ĐÔI 50KG TOLSEN 62662",,8.0000,
TS62663,"HÍT KÍNH BA 75KG TOLSEN 62663",,5.0000,
TS65000,"CẢO 2 CHẤU 3'' TOLSEN 65000",,1.0000,
TS65002,"CẢO 2 CHẤU 6'' TOLSEN 65002",,4.0000,
TS65003,"CẢO 2 CHẤU 8'' TOLSEN 65003",,4.0000,
TS65011,"CẢO 3 CHẤU 4'' TOLSEN 65011",,3.0000,
TS65012,"CẢO 3 CHẤU 6'' TOLSEN 65012",,1.0000,
TS65023,"CẢO 2 CHẤU (CÔNG NGHIỆP) 8'' TOLSEN 65023",,5.0000,
TS65200,"BƠM MỠ 500g TOLSEN 65200",,1.0000,
TS65202,"ỐNG BƠM MỠ 300mm TOLSEN 65202",,3.0000,
TS65223,"BÌNH XỊT NHỚT 300ml TOLSEN 65223",,7.0000,
TS65225,"BÌNH XỊT NHỚT 500ml TOLSEN 65225",,1.0000,
TS65232,"QUẶNG NHỰA 250mm TOLSEN 65232 TOLSEN 65232",,6.0000,
TS65402,"ĐỘI HƠI 2 TẤN 175mm 116mm 48mm 2.38kg TOLSEN 65402",,1.0000,
TS65404,"ĐỘI HƠI 4 TẤN 190mm 118mm 60mm 2.5kgs TOLSEN 65404",,2.0000,
TS65406,"ĐỘI HƠI 6 TẤN 210mm 127mm 70mm 4.02kgs TOLSEN 65406",,1.0000,
TS65410,"ĐỘI HƠI 10 TẤN 225mm 145mm 80mm 5.4kgs TOLSEN 65410",,2.0000,
TS65420,"ĐỘI HƠI 20 TẤN 240mm 150mm 60mm 10.06kgs TOLSEN 65420",,2.0000,
TS65501,"ỐNG BƠM 35*400mm TOLSEN 65501",,2.0000,
TS66015,"DỤNG CỤ GẤP VẬT DỤNG 610mm TOLSEN 66015",,3.0000,
TS66020,"DỤNG CỤ GẤP VẬT DỤNG CÓ ĐÈN 610mm TOLSEN 66020",,5.0000,
TS73160,"SÚNG PHUN SƠN MINI HVLP TOLSEN 73160",,3.0000,
TS73191,"BÌNH PHUN NHỚT 215MM , 0.75L TOLSEN 73191",,4.0000,
TS73193,"SÚNG BƠM HƠI LỐP 40CM TOLSEN 73193",,1.0000,
TS73195,"VÒI SÚNG PHUN HƠI 20CM TOLSEN 73195",,8.0000,
TS73301,"SÚNG HƠI MỞ BU LÔNG 1/2'' TOLSEN 73301",,1.0000,
TS73315,"CẦN TÍP HƠI MỞ BU LÔNG 1/2 TOLSEN 73315",,4.0000,
TS73325,"MÁY MÀI HƠI 1/4'' TOLSEN 73325",,3.0000,
TS74802,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 6X110mm TOLSEN 74802",,7.0000,
TS74804,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP )8x110mm TOLSEN 74804",,3.0000,
TS74822,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 6x160mm",,5.0000,
TS74824,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 8x160mm",,5.0000,
TS74826,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 10x160mm",,3.0000,
TS74828,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 12x160mm",,1.0000,
TS74830,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 14x160mm",,5.0000,
TS74832,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 16x160mm",,5.0000,
TS74842,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 6x210mm",,4.0000,
TS74844,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 8x210mm",,4.0000,
TS74846,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 10x210mm",,3.0000,
TS74848,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 12x210mm",,4.0000,
TS74850,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 14x210mm",,4.0000,
